Standard,-3.0898387,-0.83168647
Standard,-2.9808342,-0.15957534
Standard,-2.8360574,-0.17708113
Standard,-2.7678489,0.096217259
Standard,-2.6003502,0.21677229
Standard,-2.5624693,-0.078385908
Standard,-2.4124094,0.25988449
Standard,-2.3736195,-0.010002369
Standard,-2.3424292,0.24560361
Standard,-2.3212375,0.086108807
Target,-2.2843001,-1.0189387
Target,-2.2517489,-1.9629961
Standard,-2.2499202,0.16699851
Target,-2.1905021,-1.3004049
Standard,-2.1887042,0.099086783
Target,-2.1811689,-1.8767374
Target,-2.1690977,-0.52289999
Target,-2.1469883,-0.8576587
Target,-2.1430257,-0.47579202
Target,-2.1404626,-1.5866986
Target,-2.1396387,-1.4273546
Target,-2.1320511,-0.346628
Target,-2.1254684,-1.8510498
Standard,-2.1253473,0.67801008
Target,-2.1190482,-0.57499502
Target,-2.1118612,-1.4534853
Standard,-2.1093121,0.19263531
Target,-2.1061624,-1.5086741
Target,-2.0970666,-1.056122
Target,-2.095629,-0.60425704
Target,-2.0950858,-0.85886976
Standard,-2.0949738,0.60378857
Target,-2.0934205,-1.2220629
Target,-2.0758074,-1.7832585
Target,-2.0692585,-0.52132823
Standard,-2.0675256,0.031802872
Standard,-2.0627793,-0.3317099
Target,-2.0619517,-1.2300847
Standard,-2.0603365,0.39173684
Target,-2.0522459,-1.4012819
Target,-2.0501727,-1.9266016
Standard,-2.0447329,0.13075528
Target,-2.043189,-0.58350876
Standard,-2.0407376,0.40123202
Target,-2.0382645,-0.97792117
Target,-2.0339367,-1.2328195
Target,-2.0296554,-1.6549865
Standard,-2.0290689,0.35911987
Target,-2.021488,-0.79178584
Target,-2.0125823,-1.8451882
Standard,-2.0108505,0.43905131
Target,-2.0026512,-2.0964039
Standard,-2.0014125,0.40346256
Target,-2.0000902,-1.7247189
Standard,-1.9966709,-0.062399794
Standard,-1.9945879,0.54914405
Target,-1.9908647,-0.91206991
Target,-1.9834853,-0.65547482
Standard,-1.9804772,0.87515479
Standard,-1.9787256,0.34463752
Target,-1.9767508,-0.87982904
Target,-1.9743866,-1.7150931
Target,-1.9680967,-0.27105085
Standard,-1.9671544,0.6113954
Target,-1.9656471,-0.67366641
Target,-1.9617675,-0.94170248
Standard,-1.9612968,0.44518122
Target,-1.9599332,-1.0861381
Target,-1.9589964,-0.44156597
Target,-1.9524457,-0.89977754
Standard,-1.947833,0.61419448
Target,-1.945446,-0.15963767
Standard,-1.9435838,0.83197457
Target,-1.9421127,-0.7612215
Target,-1.9403297,-1.609542
Standard,-1.9394376,0.59815967
Target,-1.939348,-0.27272006
Target,-1.9384965,-1.0310701
Standard,-1.9335229,0.95964395
Target,-1.9325768,-0.92041396
Standard,-1.9317901,0.52530259
Standard,-1.931737,0.60319064
Target,-1.9291953,-0.085648283
Target,-1.9259789,-0.31473299
Target,-1.9246688,-1.1742324
Target,-1.9241575,-1.0558975
Target,-1.9220608,-1.5026979
Target,-1.9106771,-2.2354938
Target,-1.9048984,-1.3158431
Standard,-1.9026408,0.85633944
Target,-1.8960233,-1.4576667
Target,-1.8957666,-1.1005996
Target,-1.8954482,0.10568194
Target,-1.8940728,-0.79899044
Target,-1.890777,-1.6960262
Target,-1.8895399,-1.1637916
Target,-1.8870054,-0.41757578
Target,-1.8850718,-0.72653123
Target,-1.8846858,-0.97919796
Target,-1.8830573,-0.45412026
Target,-1.8809682,-1.2606492
Standard,-1.8745018,0.37319434
Target,-1.8741075,-1.0988367
Target,-1.8718413,-0.780141
Target,-1.871834,-1.1680345
Target,-1.8716593,-1.3205916
Target,-1.871004,-0.45134816
Target,-1.870896,-1.0014425
Target,-1.8702841,-0.55544412
Target,-1.8669895,-1.2596418
Target,-1.8634337,-1.7789332
Target,-1.858701,-0.97743741
Target,-1.8584905,-1.3023342
Target,-1.8579531,-1.467521
Target,-1.8562412,-0.96312847
Target,-1.8562093,-1.5701736
Target,-1.8548227,-0.34983523
Target,-1.8540439,-0.46749538
Standard,-1.8514231,0.54478935
Target,-1.8487175,-0.34748551
Standard,-1.8446054,0.093182607
Target,-1.8428196,-1.6413733
Target,-1.8422255,-1.2294403
Target,-1.8413207,-0.95812624
Target,-1.8405797,-0.86529224
Target,-1.8391109,-0.28378258
Target,-1.8359497,-0.84583393
Target,-1.8359487,-0.36555169
Target,-1.8347405,-0.74587227
Standard,-1.8329599,0.60132248
Target,-1.8301159,-0.96423687
Standard,-1.8270436,0.37856777
Target,-1.8238844,-0.89857382
Standard,-1.823874,0.88502741
Target,-1.8237655,-0.66498285
Target,-1.8219402,-0.34136451
Standard,-1.8216384,0.90360545
Standard,-1.8209538,0.47392419
Target,-1.8184146,-0.84740592
Target,-1.8173268,-0.70496926
Target,-1.8158198,-1.7771245
Target,-1.8138046,-0.99353969
Target,-1.8112647,-1.2111572
Target,-1.8077884,-0.64264539
Target,-1.8075561,-0.54318427
Target,-1.8075506,-0.48768675
Target,-1.8055509,0.075791105
Standard,-1.8043936,0.52906552
Target,-1.802978,-1.6243495
Target,-1.8025943,-1.2524155
Standard,-1.7996735,0.67626053
Target,-1.7971089,-1.7100396
Target,-1.7970848,-1.2573329
Target,-1.7946322,-0.98045897
Target,-1.7940855,-0.95391606
Target,-1.7936397,-0.072769308
Target,-1.7892921,-0.12403968
Target,-1.7868681,-1.4577458
Target,-1.7836304,-0.60741085
Target,-1.7828062,-0.2530744
Target,-1.7828037,-0.49106822
Target,-1.7823127,-0.57151361
Target,-1.7819504,-0.68676174
Target,-1.7794244,-0.58200306
Target,-1.7791377,-1.489545
Target,-1.7783171,-1.5839046
Target,-1.7773031,-0.84308499
Target,-1.7772159,-0.37829675
Standard,-1.7764972,0.81898752
Target,-1.7761457,-1.0749456
Standard,-1.7742721,1.0147883
Target,-1.7702961,-1.1883669
Target,-1.7699306,-0.82833972
Target,-1.7696151,-0.59214403
Target,-1.7667534,-0.45496829
Target,-1.7663845,-0.92289519
Standard,-1.7658251,0.45721464
Target,-1.7634102,-1.1687146
Target,-1.7614087,-1.5834759
Target,-1.7604331,-0.63182852
Target,-1.7597985,-1.3321354
Target,-1.7551118,-0.9033595
Target,-1.7537961,-1.6277624
Target,-1.7515896,-1.9203905
Standard,-1.7514923,0.72173681
Standard,-1.7498108,0.31768774
Target,-1.7458259,-1.2711615
Target,-1.7412639,-0.52050011
Target,-1.740824,-1.8327171
Standard,-1.7401878,0.69276297
Standard,-1.7383816,0.69650196
Standard,-1.7367638,0.36665342
Standard,-1.7364331,0.97457591
Standard,-1.7359204,0.25421492
Target,-1.7340755,-0.24220624
Standard,-1.7335075,0.5622169
Target,-1.7330984,-1.2988254
Target,-1.7325025,-1.3221635
Standard,-1.7285094,0.8704827
Target,-1.7247033,-0.41043906
Target,-1.7168971,0.14227501
Target,-1.7146743,-0.6532338
Target,-1.7138244,-1.2698761
Target,-1.7111213,-0.31864516
Target,-1.7097161,-1.2948506
Standard,-1.7046687,0.42235892
Target,-1.7045924,-0.55356329
Standard,-1.70418,-0.086985549
Standard,-1.7037321,0.86886513
Target,-1.703403,-0.84476062
Target,-1.702636,-1.1582253
Target,-1.7017157,-0.5690908
Target,-1.6982972,-1.79031
Standard,-1.6981867,0.87174054
Standard,-1.6949771,0.61418147
Target,-1.6945212,-1.270982
Target,-1.6926956,-1.1964469
Target,-1.6902862,-0.17642581
Target,-1.6900098,-0.046130181
Standard,-1.6900081,0.70617236
Target,-1.6896198,-1.1391181
Target,-1.6876725,-0.5416812
Standard,-1.6863013,-0.17462205
Target,-1.6862511,-1.8719838
Target,-1.6801487,-0.52837372
Standard,-1.6799051,0.39756251
Standard,-1.678303,1.0776407
Target,-1.6778467,-0.50975731
Target,-1.6767349,-0.47245632
Standard,-1.6759408,0.92982243
Standard,-1.6735919,0.87959241
Standard,-1.6731299,0.67211691
Target,-1.6720417,-0.26622723
Standard,-1.6690497,0.80890056
Target,-1.6687282,-0.0045134896
Target,-1.6681541,-1.4982444
Standard,-1.6678887,1.1025763
Target,-1.667569,-0.21212007
Target,-1.6673852,-1.7321782
Target,-1.6659637,-0.87538468
Target,-1.6651299,-1.2567454
Target,-1.6642693,-0.5602243
Standard,-1.6617502,0.74962053
Target,-1.6608976,-0.79198187
Target,-1.6577935,-0.73468362
Standard,-1.6567549,0.83458854
Target,-1.6551603,-1.5242355
Target,-1.6514951,-0.73067487
Target,-1.6512438,-2.045701
Target,-1.646292,-0.72253514
Target,-1.6458272,-0.069241696
Target,-1.6449135,-1.2692023
Target,-1.6438619,-0.96205828
Standard,-1.6431111,0.76651705
Target,-1.6429325,0.14296727
Target,-1.6398238,-1.159671
Target,-1.6394368,-0.1208036
Standard,-1.6386866,0.57244451
Target,-1.6375939,-1.9115868
Target,-1.6364431,-1.7960661
Target,-1.6360766,-1.0451033
Target,-1.6359102,-0.56151129
Standard,-1.6344948,0.52418123
Target,-1.6339615,0.27935482
Target,-1.6331304,-0.36253646
Target,-1.6327422,-1.4147352
Standard,-1.6321806,0.72780917
Target,-1.630952,-1.1560635
Standard,-1.6299521,0.10113705
Standard,-1.6261063,0.29297508
Target,-1.6252052,-1.3162054
Standard,-1.6235583,0.21283894
Standard,-1.6232259,0.46849399
Standard,-1.6231847,1.0244397
Standard,-1.6207868,0.10213521
Target,-1.6191034,-0.89552801
Target,-1.6177632,-0.71156575
Target,-1.617633,-1.8496617
Target,-1.6162403,-1.1568253
Standard,-1.61617,0.59348199
Target,-1.6116305,-0.45096562
Target,-1.6111558,-0.39005018
Target,-1.6111536,-1.1313717
Target,-1.6089388,-0.36391116
Target,-1.6072998,-0.3626086
Standard,-1.6020505,0.78818116
Target,-1.6020405,-1.3192252
Standard,-1.6011797,0.68223393
Standard,-1.6002037,0.63189103
Target,-1.5972671,-0.54130805
Target,-1.5964155,-0.041443109
Target,-1.5955053,-1.4352719
Standard,-1.5942673,0.91322239
Standard,-1.5941213,0.17639663
Target,-1.5937211,-1.3567949
Target,-1.5910198,-0.98007662
Standard,-1.5889881,0.76288666
Target,-1.5887059,-0.67951517
Target,-1.5874936,-1.0037501
Target,-1.5871266,-0.76566083
Standard,-1.5869198,0.13847921
Standard,-1.5857349,0.32247931
Target,-1.5832748,-0.84158992
Standard,-1.5820702,0.80708995
Target,-1.5817161,-1.2545729
Standard,-1.5809614,0.45590772
Target,-1.58072,-1.6053284
Target,-1.578586,-0.79812174
Target,-1.5765055,-0.35174278
Standard,-1.5760965,0.5877672
Standard,-1.5753297,0.27239705
Target,-1.5753174,-1.2569235
Standard,-1.5745622,0.37779938
Standard,-1.5744073,0.90544081
Standard,-1.5743247,0.94221193
Standard,-1.574026,0.67878099
Target,-1.5702008,-0.77246103
Target,-1.5695304,-1.4696433
Target,-1.5690626,-1.7373937
Target,-1.5685605,-0.40092307
Target,-1.5684582,-0.56056283
Target,-1.5671894,-0.20482743
Standard,-1.5670518,0.62857567
Target,-1.5649621,-0.17189587
Standard,-1.5639393,0.51369443
Target,-1.5612995,-1.0498823
Target,-1.5576819,-0.32857841
Target,-1.5554155,-1.0964902
Target,-1.5538184,0.12052774
Standard,-1.5537176,0.58785089
Target,-1.5530445,-0.13240008
Target,-1.5528751,-1.0164642
Target,-1.5519343,-1.4686505
Standard,-1.551739,0.37848132
Target,-1.5516545,-0.74383955
